customer_id,loyalty_tier
CUST-00564,Bronze
CUST-00565,Bronze
CUST-00566,Bronze
CUST-00567,Bronze
CUST-00568,Bronze
CUST-00569,Silver
CUST-00570,Bronze
CUST-00571,Bronze
CUST-00572,Silver
CUST-00573,Bronze
CUST-00574,Bronze
CUST-00575,Bronze
CUST-00576,Bronze
CUST-00577,Bronze
CUST-00578,Bronze
CUST-00579,Bronze
CUST-00580,Silver
CUST-00581,Bronze
CUST-00582,Bronze
CUST-00583,Silver
CUST-00584,Bronze
CUST-00585,Bronze
CUST-00586,Bronze
CUST-00587,Silver
CUST-00588,Bronze
CUST-00589,Silver
CUST-00590,Bronze
CUST-00591,Bronze
CUST-00592,Bronze
CUST-00593,Bronze
CUST-00594,Bronze
CUST-00595,Bronze
CUST-00596,Silver
CUST-00597,Bronze
CUST-00598,Bronze
CUST-00599,Bronze
CUST-00600,Bronze
CUST-00601,Bronze
CUST-00602,Bronze
CUST-00603,Bronze
CUST-00604,Bronze
CUST-00605,Bronze
CUST-00606,Bronze
CUST-00607,Bronze
CUST-00608,Bronze
CUST-00609,Bronze
CUST-00610,Bronze
CUST-00611,Silver
CUST-00612,Silver
CUST-00613,Bronze
CUST-00614,Bronze
CUST-00615,Bronze
CUST-00616,Bronze
CUST-00617,Bronze
CUST-00618,Bronze
CUST-00619,Bronze
CUST-00620,Bronze
CUST-00621,Silver
CUST-00622,Bronze
CUST-00623,Bronze
CUST-00624,Bronze
CUST-00625,Silver
CUST-00626,Bronze
CUST-00627,Bronze
CUST-00628,Bronze
CUST-00629,Bronze
CUST-00630,Bronze
CUST-00631,Bronze
CUST-00632,Bronze
CUST-00633,Bronze
CUST-00634,Bronze
CUST-00635,Bronze
CUST-00636,Bronze
CUST-00637,Bronze
CUST-00638,Bronze
CUST-00639,Silver
CUST-00640,Bronze
CUST-00641,Bronze
CUST-00642,Silver
CUST-00643,Gold
CUST-00644,Bronze
CUST-00645,Bronze
CUST-00646,Bronze
CUST-00647,Silver
CUST-00648,Bronze
CUST-00649,Bronze
CUST-00650,Gold
CUST-00651,Bronze
CUST-00652,Gold
CUST-00653,Bronze
CUST-00654,Bronze
CUST-00655,Bronze
CUST-00656,Bronze
CUST-00657,Bronze
CUST-00658,Bronze
CUST-00659,Bronze
CUST-00660,Silver
CUST-00661,Bronze
CUST-00662,Bronze
CUST-00663,Bronze
CUST-00664,Bronze
CUST-00665,Bronze
CUST-00666,Silver
CUST-00667,Bronze
CUST-00668,Bronze
CUST-00669,Bronze
CUST-00670,Bronze
CUST-00671,Bronze
CUST-00672,Bronze
CUST-00673,Silver
CUST-00674,Silver
CUST-00675,Bronze
CUST-00676,Bronze
CUST-00677,Bronze
CUST-00678,Bronze
CUST-00679,Bronze
CUST-00680,Bronze
CUST-00681,Bronze
CUST-00682,Bronze
CUST-00683,Bronze
CUST-00684,Bronze
CUST-00685,Bronze
CUST-00686,Gold
CUST-00687,Bronze
CUST-00688,Bronze
CUST-00689,Bronze
CUST-00690,Bronze
CUST-00691,Silver
CUST-00692,Silver
CUST-00693,Bronze
CUST-00694,Bronze
CUST-00695,Bronze
CUST-00696,Silver
CUST-00697,Bronze
CUST-00698,Silver
CUST-00699,Bronze
CUST-00700,Bronze
CUST-00701,Bronze
CUST-00702,Bronze
CUST-00703,Bronze
CUST-00704,Bronze
CUST-00705,Bronze
CUST-00706,Bronze
CUST-00707,Bronze
CUST-00708,Bronze
CUST-00709,Bronze
CUST-00710,Bronze
CUST-00711,Bronze
CUST-00712,Bronze
CUST-00713,Bronze
CUST-00714,Bronze
CUST-00715,Silver
CUST-00716,Bronze
CUST-00717,Bronze
CUST-00718,Bronze
CUST-00719,Gold
CUST-00720,Gold
CUST-00721,Bronze
CUST-00722,Bronze
CUST-00723,Bronze
CUST-00724,Silver
CUST-00725,Bronze
CUST-00726,Bronze
CUST-00727,Bronze
CUST-00728,Bronze
CUST-00729,Bronze
CUST-00730,Bronze
CUST-00731,Bronze
CUST-00732,Bronze
CUST-00733,Bronze
CUST-00734,Bronze
CUST-00735,Bronze
CUST-00736,Bronze
CUST-00737,Bronze
CUST-00738,Bronze
CUST-00739,Bronze
CUST-00740,Bronze
CUST-00741,Silver
CUST-00742,Bronze
CUST-00743,Bronze
CUST-00744,Bronze
CUST-00745,Bronze
CUST-00746,Bronze
CUST-00747,Bronze
CUST-00748,Bronze
CUST-00749,Bronze
CUST-00750,Bronze
CUST-00751,Bronze
CUST-00752,Bronze
CUST-00753,Bronze
CUST-00754,Bronze
CUST-00755,Bronze
CUST-00756,Bronze
CUST-00757,Gold
CUST-00758,Bronze
CUST-00759,Silver
CUST-00760,Bronze
CUST-00761,Gold
CUST-00762,Silver
CUST-00763,Bronze
CUST-00764,Silver
CUST-00765,Bronze
CUST-00766,Bronze
CUST-00767,Bronze
CUST-00768,Bronze
CUST-00769,Silver
CUST-00770,Bronze
CUST-00771,Bronze
CUST-00772,Silver
CUST-00773,Bronze
CUST-00774,Bronze
CUST-00775,Bronze
CUST-00776,Bronze
CUST-00777,Bronze
CUST-00778,Bronze
CUST-00779,Bronze
CUST-00780,Bronze
CUST-00781,Bronze
CUST-00782,Silver
CUST-00783,Silver
CUST-00784,Gold
CUST-00785,Bronze
CUST-00786,Bronze
CUST-00787,Bronze
CUST-00788,Bronze
CUST-00789,Silver
CUST-00790,Silver
CUST-00791,Bronze
CUST-00792,Bronze
CUST-00793,Bronze
CUST-00794,Silver
CUST-00795,Silver
CUST-00796,Bronze
CUST-00797,Bronze
CUST-00798,Gold
CUST-00799,Gold
CUST-00800,Gold
CUST-00801,Bronze
CUST-00802,Bronze
CUST-00803,Bronze
CUST-00804,Silver
CUST-00805,Bronze
CUST-00806,Silver
CUST-00807,Gold
CUST-00808,Bronze
CUST-00809,Gold
CUST-00810,Bronze
CUST-00811,Bronze
CUST-00812,Bronze
CUST-00813,Bronze
CUST-00814,Bronze
CUST-00815,Bronze
CUST-00816,Gold
CUST-00817,Bronze
CUST-00818,Bronze
CUST-00819,Silver
CUST-00820,Gold
CUST-00821,Gold
CUST-00822,Silver
CUST-00823,Silver
CUST-00824,Bronze
CUST-00825,Bronze
CUST-00826,Bronze
CUST-00827,Bronze
CUST-00828,Bronze
CUST-00829,Bronze
CUST-00830,Bronze
CUST-00831,Bronze
CUST-00832,Bronze
CUST-00833,Bronze
CUST-00834,Bronze
CUST-00835,Bronze
CUST-00836,Silver
CUST-00837,Bronze
CUST-00838,Bronze
CUST-00839,Bronze
CUST-00840,Bronze
CUST-00841,Bronze
CUST-00842,Bronze
CUST-00843,Bronze
CUST-00844,Bronze
CUST-00845,Bronze
CUST-00846,Bronze
CUST-00847,Bronze
CUST-00848,Bronze
CUST-00849,Silver
CUST-00850,Gold
CUST-00851,Bronze
CUST-00852,Gold
CUST-00853,Bronze
CUST-00854,Silver
CUST-00855,Gold
CUST-00856,Silver
CUST-00857,Bronze
CUST-00858,Bronze
CUST-00859,Bronze
CUST-00860,Bronze
CUST-00861,Bronze
CUST-00862,Bronze
CUST-00863,Silver
CUST-00864,Bronze
CUST-00865,Bronze
CUST-00866,Silver
CUST-00867,Silver
CUST-00868,Bronze
CUST-00869,Bronze
CUST-00870,Bronze
CUST-00871,Bronze
CUST-00872,Bronze
CUST-00873,Bronze
CUST-00874,Bronze
CUST-00875,Bronze
CUST-00876,Silver
CUST-00877,Bronze
CUST-00878,Silver
CUST-00879,Silver
CUST-00880,Bronze
CUST-00881,Bronze
CUST-00882,Silver
CUST-00883,Gold
CUST-00884,Bronze
CUST-00885,Bronze
CUST-00886,Bronze
CUST-00887,Bronze
CUST-00888,Bronze
CUST-00889,Bronze
CUST-00890,Bronze
CUST-00891,Bronze
CUST-00892,Bronze
CUST-00893,Bronze
CUST-00894,Bronze
CUST-00895,Bronze
CUST-00896,Silver
CUST-00897,Bronze
CUST-00898,Silver
CUST-00899,Bronze
CUST-00900,Bronze
CUST-00901,Bronze
CUST-00902,Bronze
CUST-00903,Bronze
CUST-00904,Bronze
CUST-00905,Bronze
CUST-00906,Bronze
CUST-00907,Bronze
CUST-00908,Silver
CUST-00909,Bronze
CUST-00910,Bronze
CUST-00911,Bronze
CUST-00912,Bronze
CUST-00913,Bronze
CUST-00914,Bronze
CUST-00915,Bronze
CUST-00916,Bronze
CUST-00917,Bronze
CUST-00918,Bronze
CUST-00919,Silver
CUST-00920,Bronze
CUST-00921,Bronze
CUST-00922,Silver
CUST-00923,Bronze
CUST-00924,Bronze
CUST-00925,Bronze
CUST-00926,Bronze
CUST-00927,Bronze
CUST-00928,Bronze
CUST-00929,Bronze
CUST-00930,Silver
CUST-00931,Bronze
CUST-00932,Silver
CUST-00933,Silver
CUST-00934,Bronze
CUST-00935,Bronze
CUST-00936,Silver
CUST-00937,Gold
CUST-00938,Bronze
CUST-00939,Silver
CUST-00940,Silver
CUST-00941,Bronze
CUST-00942,Bronze
CUST-00943,Silver
CUST-00944,Gold
CUST-00945,Bronze
CUST-00946,Bronze
CUST-00947,Bronze
CUST-00948,Bronze
CUST-00949,Bronze
CUST-00950,Bronze
CUST-00951,Bronze
CUST-00952,Bronze
CUST-00953,Bronze
CUST-00954,Bronze
CUST-00955,Bronze
CUST-00956,Bronze
CUST-00957,Bronze
CUST-00958,Bronze
CUST-00959,Bronze
CUST-00960,Bronze
CUST-00961,Bronze
CUST-00962,Bronze
CUST-00963,Bronze
CUST-00964,Bronze
CUST-00965,Bronze
CUST-00966,Bronze
CUST-00967,Bronze
CUST-00968,Bronze
CUST-00969,Silver
CUST-00970,Silver
CUST-00971,Bronze
CUST-00972,Bronze
CUST-00973,Bronze
CUST-00974,Bronze
CUST-00975,Bronze
CUST-00976,Bronze
CUST-00977,Silver
CUST-00978,Silver
CUST-00979,Bronze
CUST-00980,Bronze
CUST-00981,Bronze
CUST-00982,Gold
CUST-00983,Silver
CUST-00984,Bronze
CUST-00985,Silver
CUST-00986,Bronze
CUST-00987,Bronze
CUST-00988,Silver
CUST-00989,Bronze
CUST-00990,Bronze
CUST-00991,Bronze
CUST-00992,Bronze
CUST-00993,Bronze
CUST-00994,Bronze
CUST-00995,Bronze
CUST-00996,Silver
CUST-00997,Bronze
CUST-00998,Silver
CUST-00999,Bronze
CUST-01000,Bronze
CUST-01001,Bronze
CUST-01002,Bronze
CUST-01003,Bronze
CUST-01004,Silver
CUST-01005,Bronze
CUST-01006,Bronze
CUST-01007,Bronze
CUST-01008,Bronze
CUST-01009,Bronze
CUST-01010,Bronze
CUST-01011,Silver
CUST-01012,Bronze
CUST-01013,Silver
CUST-01014,Silver
CUST-01015,Bronze
CUST-01016,Bronze
CUST-01017,Bronze
CUST-01018,Silver
CUST-01019,Bronze
CUST-01020,Bronze
CUST-01021,Bronze
CUST-01022,Bronze
CUST-01023,Silver
CUST-01024,Bronze
CUST-01025,Silver
CUST-01026,Silver
CUST-01027,Bronze
CUST-01028,Silver
CUST-01029,Bronze
CUST-01030,Bronze
CUST-01031,Bronze
CUST-01032,Silver
CUST-01033,Bronze
CUST-01034,Silver
CUST-01035,Gold
CUST-01036,Bronze
CUST-01037,Bronze
CUST-01038,Bronze
CUST-01039,Bronze
CUST-01040,Bronze
CUST-01041,Silver
CUST-01042,Bronze
CUST-01043,Bronze
CUST-01044,Silver
CUST-01045,Bronze
CUST-01046,Silver
CUST-01047,Bronze
CUST-01048,Bronze
CUST-01049,Bronze
CUST-01050,Bronze
CUST-01051,Bronze
CUST-01052,Bronze
CUST-01053,Bronze
CUST-01054,Silver
CUST-01055,Bronze
CUST-01056,Bronze
CUST-01057,Silver
CUST-01058,Bronze
CUST-01059,Bronze
CUST-01060,Bronze
CUST-01061,Gold
CUST-01062,Bronze
CUST-01063,Bronze
CUST-01064,Bronze
CUST-01065,Bronze
CUST-01066,Bronze
CUST-01067,Silver
CUST-01068,Bronze
CUST-01069,Silver
CUST-01070,Bronze
CUST-01071,Bronze
CUST-01072,Gold
CUST-01073,Bronze
CUST-01074,Bronze
CUST-01075,Bronze
CUST-01076,Bronze
CUST-01077,Silver
CUST-01078,Bronze
CUST-01079,Bronze
CUST-01080,Bronze
CUST-01081,Silver
CUST-01082,Bronze
CUST-01083,Bronze
CUST-01084,Silver
CUST-01085,Bronze
CUST-01086,Gold
CUST-01087,Bronze
CUST-01088,Gold
CUST-01089,Bronze
CUST-01090,Bronze
CUST-01091,Bronze
CUST-01092,Gold
CUST-01093,Bronze
CUST-01094,Bronze
CUST-01095,Bronze
CUST-01096,Bronze
CUST-01097,Bronze
CUST-01098,Bronze
CUST-01099,Bronze
CUST-01100,Bronze
CUST-01101,Gold
CUST-01102,Silver
CUST-01103,Silver
CUST-01104,Bronze
CUST-01105,Bronze
CUST-01106,Bronze
CUST-01107,Gold
CUST-01108,Bronze
CUST-01109,Silver
CUST-01110,Bronze
CUST-01111,Silver
CUST-01112,Bronze
CUST-01113,Bronze
CUST-01114,Bronze
CUST-01115,Bronze
CUST-01116,Bronze
CUST-01117,Bronze
CUST-01118,Bronze
CUST-01119,Silver
CUST-01120,Bronze
CUST-01121,Silver
CUST-01122,Bronze
CUST-01123,Bronze
CUST-01124,Bronze
CUST-01125,Silver
CUST-01126,Bronze
CUST-01127,Silver
CUST-01128,Bronze
CUST-01129,Gold
CUST-01130,Bronze
CUST-01131,Bronze
CUST-01132,Bronze
CUST-01133,Bronze
CUST-01134,Bronze
CUST-01135,Bronze
CUST-01136,Silver
CUST-01137,Bronze
CUST-01138,Bronze
CUST-01139,Bronze
CUST-01140,Bronze
CUST-01141,Bronze
CUST-01142,Silver
CUST-01143,Bronze
CUST-01144,Bronze
CUST-01145,Bronze
CUST-01146,Silver
CUST-01147,Bronze
CUST-01148,Bronze
CUST-01149,Bronze
CUST-01150,Bronze
CUST-01151,Bronze
CUST-01152,Bronze
CUST-01153,Bronze
CUST-01154,Bronze
CUST-01155,Bronze
CUST-01156,Silver
CUST-01157,Bronze
CUST-01158,Bronze
CUST-01159,Bronze
CUST-01160,Silver
CUST-01161,Bronze
CUST-01162,Bronze
CUST-01163,Bronze
CUST-01164,Bronze
CUST-01165,Bronze
CUST-01166,Bronze
CUST-01167,Bronze
CUST-01168,Bronze
CUST-01169,Bronze
CUST-01170,Gold
CUST-01171,Bronze
CUST-01172,Bronze
CUST-01173,Bronze
CUST-01174,Silver
CUST-01175,Bronze
CUST-01176,Bronze
CUST-01177,Bronze
CUST-01178,Silver
CUST-01179,Bronze
CUST-01180,Bronze
CUST-01181,Bronze
CUST-01182,Bronze
CUST-01183,Bronze
CUST-01184,Silver
CUST-01185,Bronze
CUST-01186,Silver
CUST-01187,Silver
